species	clade	NCBI.txid	clade_group	expression_data	dnds_data	lht_data	assembly_accession	nb_rnaseq
Apteryx_rowi	Aves	308060	Aves	TRUE	TRUE	TRUE	GCF_003343035.1	16
Malaclemys_terrapin	Testudines	8485	Other Vertebrates	FALSE	FALSE	TRUE	GCF_027887155.1	0
Ceratotherium_simum	Mammalia	9807	Mammalia	TRUE	TRUE	TRUE	GCF_000283155.1	1
Micropterus_salmoides	Teleostei	27706	Teleostei	TRUE	TRUE	TRUE	GCF_014851395.1	10
Drosophila_subpulchrella	Diptera	1486046	Lepido Diptera	TRUE	TRUE	FALSE	GCF_014743375.2	10
Molossus_molossus	Mammalia	27622	Mammalia	TRUE	TRUE	TRUE	GCF_014108415.1	9
Pipistrellus_kuhlii	Mammalia	59472	Mammalia	TRUE	TRUE	TRUE	GCF_014108245.1	6
Arctia_plantaginis	Lepidoptera	874455	Lepido Diptera	TRUE	TRUE	FALSE	GCA_902825455.1	50
Contarinia_nasturtii	Diptera	265458	Lepido Diptera	TRUE	TRUE	TRUE	GCF_009176525.2	8
Talpa_occidentalis	Mammalia	50954	Mammalia	FALSE	TRUE	TRUE	GCF_014898055.1	0
Grammomys_surdaster	Mammalia	491861	Mammalia	TRUE	TRUE	FALSE	GCF_004785775.1	4
Pipra_filicauda	Aves	649802	Aves	TRUE	TRUE	TRUE	GCF_003945595.2	36
Nothoprocta_perdicaria	Aves	30464	Aves	TRUE	FALSE	FALSE	GCF_003342845.1	6
Cyanistes_caeruleus	Aves	156563	Aves	TRUE	TRUE	TRUE	GCF_002901205.1	40
Paramormyrops_kingsleyae	Teleostei	1676925	Teleostei	TRUE	TRUE	TRUE	GCF_002872115.1	38
Melanaphis_sacchari	Hemiptera	742174	Other Insecta	TRUE	TRUE	FALSE	GCF_002803265.2	6
Piliocolobus_tephrosceles	Mammalia	591936	Mammalia	TRUE	TRUE	TRUE	GCF_002776525.3	50
Mastomys_coucha	Mammalia	35658	Mammalia	TRUE	TRUE	TRUE	GCF_008632895.1	5
Acanthochromis_polyacanthus	Teleostei	80966	Teleostei	TRUE	TRUE	TRUE	GCF_002109545.1	50
Mus_pahari	Mammalia	10093	Mammalia	TRUE	TRUE	FALSE	GCF_900095145.1	14
Miniopterus_natalensis	Mammalia	291302	Mammalia	TRUE	TRUE	TRUE	GCF_001595765.1	18
Myotis_myotis	Mammalia	51298	Mammalia	TRUE	TRUE	TRUE	GCF_014108235.1	40
Sturnus_vulgaris	Aves	9172	Aves	FALSE	TRUE	TRUE	GCF_001447265.1	0
Octopus_bimaculoides	Mollusca	37653	Other Invertebrates	TRUE	TRUE	TRUE	GCF_001194135.1	50
Lynx_pardinus	Mammalia	191816	Mammalia	TRUE	TRUE	TRUE	GCA_900661375.1	12
Lynx_canadensis	Mammalia	61383	Mammalia	TRUE	TRUE	TRUE	GCF_007474595.2	1
Calidris_pugnax	Aves	198806	Aves	TRUE	TRUE	TRUE	GCF_001431845.1	30
Nicrophorus_vespilloides	Coleoptera	110193	Other Insecta	TRUE	TRUE	TRUE	GCF_001412225.1	46
Dinoponera_quadriceps	Hymenoptera	609295	Hymenoptera	TRUE	TRUE	TRUE	GCF_001313825.1	14
Gekko_japonicus	Lepidosauria	146911	Other Vertebrates	TRUE	TRUE	TRUE	GCF_001447785.1	7
Pantherophis_guttatus	Lepidosauria	94885	Other Vertebrates	TRUE	TRUE	TRUE	GCF_001185365.1	35
Sinocyclocheilus_rhinocerous	Teleostei	307959	Teleostei	FALSE	FALSE	TRUE	GCF_001515625.1	0
Sinocyclocheilus_anshuiensis	Teleostei	1608454	Teleostei	FALSE	FALSE	TRUE	GCF_001515605.1	0
Hermetia_illucens	Diptera	343691	Lepido Diptera	TRUE	TRUE	TRUE	GCF_905115235.1	50
Scaptodrosophila_lebanonensis	Diptera	7225	Lepido Diptera	FALSE	TRUE	FALSE	GCF_003285725.1	0
Zootoca_vivipara	Lepidosauria	8524	Other Vertebrates	FALSE	TRUE	TRUE	GCF_011800845.1	0
Manis_javanica	Mammalia	9974	Mammalia	TRUE	TRUE	TRUE	GCF_014570535.1	42
Sander_lucioperca	Teleostei	283035	Teleostei	FALSE	TRUE	TRUE	GCF_008315115.2	0
Meloidogyne_enterolobii	Nematoda	390850	Nematoda	TRUE	FALSE	TRUE	GCA_903994135.1	7
Colossoma_macropomum	Teleostei	42526	Teleostei	TRUE	TRUE	TRUE	GCF_904425465.1	47
Perca_fluviatilis	Teleostei	8168	Teleostei	TRUE	TRUE	TRUE	GCF_010015445.1	46
Periophthalmus_magnuspinnatus	Teleostei	409849	Teleostei	TRUE	TRUE	TRUE	GCF_009829125.1	5
Ophiophagus_hannah	Lepidosauria	8665	Other Vertebrates	TRUE	TRUE	TRUE	GCA_000516915.1	4
Crotalus_tigris	Lepidosauria	88082	Other Vertebrates	TRUE	TRUE	TRUE	GCF_016545835.1	40
Bothrops_jararaca	Lepidosauria	8724	Other Vertebrates	TRUE	FALSE	TRUE	GCA_018340635.1	39
Thamnophis_sirtalis	Lepidosauria	35019	Other Vertebrates	FALSE	FALSE	TRUE	GCF_001077635.1	0
Thamnophis_elegans	Lepidosauria	35005	Other Vertebrates	FALSE	TRUE	TRUE	GCF_009769535.1	0
Naja_naja	Lepidosauria	35670	Other Vertebrates	TRUE	TRUE	TRUE	GCA_009733165.1	31
Aquila_chrysaetos	Aves	8962	Aves	TRUE	TRUE	TRUE	GCF_900496995.4	3
Catharus_ustulatus	Aves	91951	Aves	TRUE	TRUE	TRUE	GCF_009819885.2	21
Corvus_cornix	Aves	181096	Aves	TRUE	TRUE	TRUE	GCF_000738735.5	50
Hirundo_rustica	Aves	43150	Aves	TRUE	TRUE	TRUE	GCF_015227805.1	6
Panthera_leo	Mammalia	9689	Mammalia	TRUE	TRUE	TRUE	GCF_018350215.1	7
Pteropus_giganteus	Mammalia	143291	Mammalia	FALSE	TRUE	TRUE	GCF_902729225.1	0
Myotis_brandtii	Mammalia	109478	Mammalia	TRUE	TRUE	TRUE	GCF_000412655.1	15
Phascolarctos_cinereus	Mammalia	38626	Mammalia	TRUE	TRUE	TRUE	GCF_002099425.1	50
Trichechus_manatus	Mammalia	9778	Mammalia	FALSE	TRUE	TRUE	GCF_000243295.1	0
Caenorhabditis_elegans	Nematoda	6239	Nematoda	TRUE	TRUE	TRUE	GCF_000002985.6	50
Meriones_unguiculatus	Mammalia	10047	Mammalia	TRUE	TRUE	TRUE	GCF_002204375.1	34
Zonotrichia_albicollis	Aves	44394	Aves	FALSE	FALSE	TRUE	GCF_000385455.1	0
Bactrocera_oleae	Diptera	104688	Lepido Diptera	TRUE	TRUE	FALSE	GCF_001188975.1	48
Bagarius_yarrelli	Teleostei	175774	Teleostei	TRUE	FALSE	TRUE	GCA_005784505.1	11
Gigantopelta_aegis	Mollusca	1735272	Other Invertebrates	TRUE	TRUE	FALSE	GCF_016097555.1	37
Trichonephila_clavipes	Arachnida	2585209	Other Invertebrates	FALSE	FALSE	FALSE	GCA_002102615.1	0
Oncorhynchus_mykiss	Teleostei	8022	Teleostei	TRUE	FALSE	TRUE	GCF_013265735.2	47
Salmo_salar	Teleostei	8030	Teleostei	FALSE	FALSE	TRUE	GCF_000233375.1	0
Oncorhynchus_kisutch	Teleostei	8019	Teleostei	TRUE	FALSE	TRUE	GCF_002021735.2	6
Acinonyx_jubatus	Mammalia	32536	Mammalia	TRUE	TRUE	TRUE	GCF_003709585.1	2
Neomonachus_schauinslandi	Mammalia	29088	Mammalia	TRUE	TRUE	TRUE	GCF_002201575.1	1
Vulpes_lagopus	Mammalia	494514	Mammalia	FALSE	TRUE	TRUE	GCF_018345385.1	0
Halichoerus_grypus	Mammalia	9711	Mammalia	TRUE	TRUE	TRUE	GCF_012393455.1	32
Nyctereutes_procyonoides	Mammalia	34880	Mammalia	TRUE	TRUE	TRUE	GCA_905146905.1	13
Vulpes_vulpes	Mammalia	9627	Mammalia	FALSE	TRUE	TRUE	GCF_003160815.1	0
Leptonychotes_weddellii	Mammalia	9713	Mammalia	TRUE	TRUE	TRUE	GCF_000349705.1	7
Mirounga_leonina	Mammalia	9715	Mammalia	TRUE	TRUE	TRUE	GCF_011800145.1	1
Puma_concolor	Mammalia	9696	Mammalia	FALSE	TRUE	TRUE	GCF_003327715.1	0
Aphelenchus_avenae	Nematoda	70226	Nematoda	TRUE	FALSE	TRUE	GCA_020875895.1	15
Orbicella_faveolata	Cnidaria	48498	Other Invertebrates	TRUE	TRUE	TRUE	GCF_002042975.1	50
Hydra_vulgaris	Cnidaria	6087	Other Invertebrates	TRUE	TRUE	FALSE	GCF_022113875.1	50
Stylophora_pistillata	Cnidaria	50429	Other Invertebrates	FALSE	TRUE	FALSE	GCF_002571385.1	0
Teladorsagia_circumcincta	Nematoda	45464	Nematoda	FALSE	FALSE	FALSE	GCA_002352805.1	0
Ancylostoma_ceylanicum	Nematoda	53326	Nematoda	TRUE	TRUE	TRUE	GCA_000402015.1	37
Alligator_mississippiensis	Crocodylia	8496	Other Vertebrates	TRUE	TRUE	TRUE	GCF_000281125.3	39
Caligus_rogercresseyi	Crustacea	217165	Other Invertebrates	TRUE	FALSE	TRUE	GCA_013387185.1	7
Daphnia_galeata	Crustacea	27404	Other Invertebrates	TRUE	TRUE	TRUE	GCA_918697745.1	50
Armadillidium_vulgare	Crustacea	13347	Other Invertebrates	TRUE	FALSE	TRUE	GCA_004104545.1	15
Ramazzottius_varieornatus	Tardigrada	947166	Other Invertebrates	FALSE	TRUE	FALSE	GCA_001949185.1	0
Puntigrus_tetrazona	Teleostei	1606681	Teleostei	FALSE	TRUE	TRUE	GCF_018831695.1	0
Caenorhabditis_nigoni	Nematoda	1611254	Nematoda	TRUE	TRUE	FALSE	GCA_002742825.1	40
Lepidothrix_coronata	Aves	321398	Aves	TRUE	TRUE	FALSE	GCF_001604755.1	7
Owenia_fusiformis	Annelida	6347	Other Invertebrates	TRUE	TRUE	TRUE	GCA_903813345.2	48
Macrostomum_lignano	Platyhelminthes	282301	Other Invertebrates	TRUE	FALSE	TRUE	GCA_002269645.1	50
Lingula_anatina	Brachiopoda	7574	Other Invertebrates	TRUE	FALSE	TRUE	GCF_001039355.2	17
Betta_splendens	Teleostei	158456	Teleostei	TRUE	TRUE	TRUE	GCF_900634795.3	50
Onychostruthus_taczanowskii	Aves	356909	Aves	TRUE	TRUE	FALSE	GCF_017590055.1	11
Numida_meleagris	Aves	8996	Aves	TRUE	TRUE	TRUE	GCF_002078875.1	50
Papilio_machaon	Lepidoptera	76193	Lepido Diptera	TRUE	TRUE	FALSE	GCF_912999745.1	10
Mustela_putorius	Mammalia	9668	Mammalia	TRUE	TRUE	TRUE	GCF_011764305.1	50
Lates_calcarifer	Teleostei	8187	Teleostei	TRUE	TRUE	TRUE	GCF_001640805.1	50
Takifugu_flavidus	Teleostei	433684	Teleostei	FALSE	TRUE	TRUE	GCA_003711565.2	0
Tursiops_truncatus	Mammalia	9739	Mammalia	FALSE	TRUE	TRUE	GCF_011762595.1	0
Elysia_chlorotica	Mollusca	188477	Other Invertebrates	TRUE	TRUE	TRUE	GCA_003991915.1	13
Haliotis_rufescens	Mollusca	6454	Other Invertebrates	TRUE	TRUE	TRUE	GCF_023055435.1	50
Angiostrongylus_cantonensis	Nematoda	6313	Nematoda	TRUE	FALSE	TRUE	GCA_009735665.1	21
Trichuris_suis	Nematoda	68888	Nematoda	FALSE	TRUE	TRUE	GCA_000797535.1	0
Homarus_americanus	Crustacea	6706	Other Invertebrates	TRUE	TRUE	TRUE	GCF_018991925.1	50
Penaeus_vannamei	Crustacea	6689	Other Invertebrates	FALSE	FALSE	TRUE	GCF_003789085.1	0
Echinococcus_granulosus	Platyhelminthes	6210	Other Invertebrates	TRUE	TRUE	TRUE	GCF_000524195.1	50
Schistosoma_haematobium	Platyhelminthes	6185	Other Invertebrates	FALSE	TRUE	TRUE	GCF_000699445.2	0
Acropora_digitifera	Cnidaria	70779	Other Invertebrates	TRUE	TRUE	FALSE	GCF_000222465.1	50
Pieris_rapae	Lepidoptera	64459	Lepido Diptera	TRUE	TRUE	TRUE	GCF_905147795.1	50
Coptotermes_formosanus	Blattodea	36987	Other Insecta	TRUE	TRUE	TRUE	GCA_013340265.1	18
Myotis_lucifugus	Mammalia	59463	Mammalia	TRUE	TRUE	TRUE	GCF_000147115.1	50
Anolis_carolinensis	Lepidosauria	28377	Other Vertebrates	TRUE	FALSE	TRUE	GCF_000090745.1	50
Gymnogyps_californianus	Aves	33616	Aves	TRUE	TRUE	TRUE	GCF_018139145.2	13
Fundulus_heteroclitus	Teleostei	8078	Teleostei	TRUE	TRUE	TRUE	GCF_011125445.2	50
Pteropus_vampyrus	Mammalia	132908	Mammalia	FALSE	TRUE	TRUE	GCF_000151845.1	0
Necator_americanus	Nematoda	51031	Nematoda	TRUE	TRUE	TRUE	GCF_000507365.1	17
Microcebus_murinus	Mammalia	30608	Mammalia	TRUE	FALSE	TRUE	GCF_000165445.2	30
Dictyocaulus_viviparus	Nematoda	29172	Nematoda	TRUE	TRUE	TRUE	GCA_000816705.1	31
Bubalus_bubalis	Mammalia	89462	Mammalia	FALSE	FALSE	TRUE	GCF_019923935.1	0
